Data da Venda,Categoria do Produto,Quantidade em Estoque,Filial,Nome do Produto,Preço do Produto (R$)
2022-09-28 18:58:06.794203,Eletrônicos,32,Filial 2,Pó compacto,71.35
2022-09-23 18:58:06.794203,Alimentos,58,Filial 10,Blush em pó,79.72
2022-10-07 18:58:06.794203,Eletrodomésticos,79,Filial 1,Batom líquido,22.24
2022-09-08 18:58:06.794203,Alimentos,71,Filial 10,Sombra de olhos,65.35
2023-02-23 18:58:06.794203,Alimentos,45,Filial 8,Batom matte,55.35
2023-08-08 18:58:06.794203,Alimentos,31,Filial 5,Pó compacto,48.24
2022-10-28 18:58:06.794203,Alimentos,88,Filial 4,Máscara de cílios,96.2
2022-10-29 18:58:06.794203,Eletrônicos,35,Filial 10,Batom líquido,29.05
2023-07-23 18:58:06.794203,Alimentos,22,Filial 10,Delineador líquido,67.05
2023-04-13 18:58:06.794203,Eletrodomésticos,40,Filial 6,Sombra de olhos,13.4
2022-09-18 18:58:06.794203,Eletrônicos,19,Filial 7,Máscara de cílios,18.36
2023-08-19 18:58:06.794203,Alimentos,52,Filial 8,Batom matte,78.87
2023-08-01 18:58:06.794203,Roupas,22,Filial 6,Batom matte,60.93
2023-03-29 18:58:06.794203,Eletrônicos,100,Filial 10,Sombra de olhos,58.81
2022-11-20 18:58:06.794203,Roupas,4,Filial 10,Máscara de cílios,90.44
2023-05-30 18:58:06.794203,Eletrônicos,40,Filial 2,Pó compacto,61.01
2023-01-05 18:58:06.794203,Eletrônicos,68,Filial 1,Corretivo,8.76
2022-12-13 18:58:06.794203,Roupas,76,Filial 6,Lápis de sobrancelha,90.7
2022-09-19 18:58:06.794203,Eletrônicos,65,Filial 7,Sombra de olhos,78.11
2022-12-04 18:58:06.794203,Alimentos,5,Filial 1,Máscara de cílios,1.09
2023-06-11 18:58:06.794203,Eletrodomésticos,85,Filial 4,Delineador líquido,17.27
2023-08-26 18:58:06.794203,Eletrodomésticos,42,Filial 10,Delineador líquido,43.3
2022-11-08 18:58:06.794203,Eletrodomésticos,39,Filial 7,Sombra de olhos,35.79
2022-12-10 18:58:06.794203,Eletrodomésticos,41,Filial 10,Sombra de olhos,20.11
2022-09-09 18:58:06.794203,Alimentos,41,Filial 10,Lápis de sobrancelha,99.11
2023-01-02 18:58:06.794203,Roupas,22,Filial 5,Base líquida,48.68
2023-08-24 18:58:06.794203,Roupas,97,Filial 6,Blush em pó,2.45
2022-10-08 18:58:06.794203,Eletrodomésticos,71,Filial 4,Sombra de olhos,62.73
2022-10-26 18:58:06.794203,Alimentos,71,Filial 8,Batom matte,36.5
2023-07-08 18:58:06.794203,Eletrônicos,2,Filial 3,Lápis de sobrancelha,82.04
2023-04-23 18:58:06.794203,Eletrodomésticos,59,Filial 10,Batom matte,35.4
2023-01-15 18:58:06.794203,Roupas,3,Filial 3,Batom líquido,39.12
2022-12-07 18:58:06.794203,Eletrodomésticos,68,Filial 1,Pó compacto,27.53
2022-12-06 18:58:06.794203,Eletrodomésticos,43,Filial 8,Pó compacto,55.22
2022-11-07 18:58:06.794203,Roupas,5,Filial 8,Máscara de cílios,6.25
2022-10-06 18:58:06.794203,Eletrodomésticos,19,Filial 1,Sombra de olhos,84.65
2022-10-27 18:58:06.794203,Eletrodomésticos,49,Filial 4,Sombra de olhos,79.76
2023-07-31 18:58:06.794203,Alimentos,69,Filial 2,Máscara de cílios,49.64
2022-10-15 18:58:06.794203,Roupas,22,Filial 2,Batom matte,4.66
2023-05-22 18:58:06.794203,Roupas,66,Filial 9,Base líquida,14.63
2023-01-24 18:58:06.794203,Eletrodomésticos,74,Filial 3,Delineador líquido,75.42
2023-04-11 18:58:06.794203,Eletrodomésticos,43,Filial 9,Máscara de cílios,84.42
2022-09-20 18:58:06.794203,Roupas,34,Filial 4,Base líquida,84.6
2023-03-19 18:58:06.794203,Eletrônicos,32,Filial 3,Batom matte,29.1
2023-06-26 18:58:06.794203,Roupas,56,Filial 10,Pó compacto,98.59
2023-06-11 18:58:06.794203,Eletrônicos,46,Filial 2,Batom líquido,60.34
2022-12-05 18:58:06.794203,Alimentos,18,Filial 1,Base líquida,92.43
2022-09-28 18:58:06.794203,Alimentos,77,Filial 3,Blush em pó,27.47
2023-03-23 18:58:06.794203,Alimentos,48,Filial 9,Blush em pó,17.53
2023-03-22 18:58:06.794203,Alimentos,98,Filial 7,Lápis de sobrancelha,48.38
2023-04-09 18:58:06.794203,Eletrodomésticos,54,Filial 7,Corretivo,75.09
2023-05-17 18:58:06.794203,Roupas,25,Filial 4,Pó compacto,41.61
2022-09-10 18:58:06.794203,Eletrônicos,18,Filial 10,Máscara de cílios,19.46
2023-08-04 18:58:06.794203,Eletrônicos,62,Filial 7,Pó compacto,21.33
2022-09-15 18:58:06.794203,Eletrodomésticos,50,Filial 4,Batom matte,85.08
2023-04-20 18:58:06.794203,Alimentos,25,Filial 1,Máscara de cílios,17.94
2022-09-20 18:58:06.794203,Eletrônicos,47,Filial 8,Corretivo,22.52
2022-09-13 18:58:06.794203,Alimentos,75,Filial 9,Corretivo,39.31
2022-11-20 18:58:06.794203,Eletrônicos,81,Filial 10,Corretivo,68.43
2022-12-24 18:58:06.794203,Alimentos,96,Filial 9,Lápis de sobrancelha,94.4
2023-04-30 18:58:06.794203,Eletrônicos,21,Filial 2,Lápis de sobrancelha,26.65
2023-08-17 18:58:06.794203,Eletrônicos,84,Filial 1,Base líquida,14.78
2023-06-07 18:58:06.794203,Roupas,27,Filial 4,Pó compacto,93.05
2023-02-07 18:58:06.794203,Eletrônicos,59,Filial 4,Lápis de sobrancelha,92.77
2023-05-05 18:58:06.794203,Alimentos,53,Filial 5,Lápis de sobrancelha,15.48
2023-09-03 18:58:06.794203,Eletrônicos,84,Filial 1,Base líquida,57.78
2023-07-17 18:58:06.794203,Eletrônicos,17,Filial 1,Delineador líquido,12.8
2023-02-22 18:58:06.794203,Roupas,56,Filial 2,Máscara de cílios,6.69
2022-12-19 18:58:06.794203,Alimentos,17,Filial 8,Blush em pó,77.77
2023-02-03 18:58:06.794203,Eletrônicos,79,Filial 5,Corretivo,30.56
2023-05-04 18:58:06.794203,Alimentos,98,Filial 7,Pó compacto,45.24
2023-05-15 18:58:06.794203,Alimentos,53,Filial 5,Delineador líquido,49.28
2023-06-06 18:58:06.794203,Eletrônicos,42,Filial 7,Lápis de sobrancelha,60.77
2022-10-14 18:58:06.794203,Eletrodomésticos,24,Filial 5,Base líquida,29.93
2023-06-15 18:58:06.794203,Roupas,78,Filial 9,Batom líquido,70.4
2022-10-01 18:58:06.794203,Eletrônicos,9,Filial 3,Delineador líquido,62.3
2022-10-21 18:58:06.794203,Eletrônicos,67,Filial 8,Delineador líquido,77.05
2023-01-22 18:58:06.794203,Eletrônicos,61,Filial 8,Delineador líquido,97.09
2023-03-29 18:58:06.794203,Eletrônicos,55,Filial 10,Base líquida,47.99
2023-01-03 18:58:06.794203,Roupas,58,Filial 10,Pó compacto,11.85
2022-12-03 18:58:06.794203,Roupas,6,Filial 4,Delineador líquido,96.45
2023-02-14 18:58:06.794203,Eletrônicos,75,Filial 5,Base líquida,27.47
2023-02-10 18:58:06.794203,Eletrodomésticos,5,Filial 9,Pó compacto,73.64
2023-02-07 18:58:06.794203,Eletrodomésticos,2,Filial 8,Base líquida,74.78
2022-12-04 18:58:06.794203,Alimentos,68,Filial 5,Batom matte,66.8
2023-03-20 18:58:06.794203,Alimentos,58,Filial 4,Sombra de olhos,76.96
2022-09-19 18:58:06.794203,Alimentos,48,Filial 3,Batom líquido,85.26
2022-10-19 18:58:06.794203,Eletrônicos,56,Filial 9,Delineador líquido,66.89
2023-01-29 18:58:06.794203,Eletrônicos,74,Filial 7,Blush em pó,8.48
2023-05-28 18:58:06.794203,Roupas,81,Filial 10,Blush em pó,89.89
2023-04-01 18:58:06.794203,Eletrodomésticos,56,Filial 6,Blush em pó,7.58
2022-10-05 18:58:06.794203,Roupas,73,Filial 7,Lápis de sobrancelha,4.88
2023-06-26 18:58:06.794203,Eletrodomésticos,64,Filial 9,Batom matte,31.38
2023-01-31 18:58:06.794203,Eletrodomésticos,91,Filial 7,Lápis de sobrancelha,23.48
2022-11-08 18:58:06.794203,Roupas,87,Filial 5,Corretivo,80.28
2023-03-14 18:58:06.794203,Roupas,56,Filial 2,Blush em pó,59.96
2023-07-12 18:58:06.794203,Eletrodomésticos,25,Filial 6,Corretivo,70.24
2022-12-05 18:58:06.794203,Eletrodomésticos,6,Filial 7,Blush em pó,11.49
2022-11-02 18:58:06.794203,Eletrônicos,80,Filial 2,Batom matte,72.79
2023-04-29 18:58:06.794203,Roupas,90,Filial 5,Máscara de cílios,39.06
2022-09-07 18:58:06.794203,Roupas,88,Filial 2,Base líquida,17.76
2023-07-15 18:58:06.794203,Eletrônicos,42,Filial 6,Batom líquido,72.48
2023-09-02 18:58:06.794203,Alimentos,1,Filial 9,Lápis de sobrancelha,3.73
2022-10-19 18:58:06.794203,Roupas,44,Filial 1,Corretivo,48.73
2022-10-30 18:58:06.794203,Eletrodomésticos,18,Filial 5,Blush em pó,75.63
2023-03-08 18:58:06.794203,Eletrônicos,44,Filial 1,Blush em pó,5.76
2022-12-07 18:58:06.794203,Roupas,55,Filial 6,Batom matte,29.51
2022-12-18 18:58:06.794203,Eletrodomésticos,65,Filial 3,Delineador líquido,45.05
2023-03-07 18:58:06.794203,Alimentos,41,Filial 8,Blush em pó,41.08
2023-06-05 18:58:06.794203,Alimentos,61,Filial 2,Lápis de sobrancelha,62.35
2023-08-19 18:58:06.794203,Eletrônicos,83,Filial 10,Batom líquido,60.65
2022-11-23 18:58:06.794203,Alimentos,42,Filial 5,Corretivo,11.14
2023-03-18 18:58:06.794203,Alimentos,56,Filial 6,Batom matte,87.86
2022-09-12 18:58:06.794203,Roupas,12,Filial 9,Batom líquido,81.66
2022-09-18 18:58:06.794203,Eletrodomésticos,1,Filial 3,Delineador líquido,24.42
2023-03-18 18:58:06.794203,Eletrônicos,82,Filial 3,Sombra de olhos,83.03
2023-04-27 18:58:06.794203,Roupas,90,Filial 9,Batom matte,74.61
2023-05-10 18:58:06.794203,Eletrodomésticos,55,Filial 9,Batom líquido,12.08
2023-01-05 18:58:06.794203,Alimentos,3,Filial 1,Máscara de cílios,3.17
2022-10-25 18:58:06.794203,Eletrônicos,15,Filial 1,Sombra de olhos,16.73
2022-09-12 18:58:06.794203,Roupas,90,Filial 1,Máscara de cílios,42.33
2023-01-31 18:58:06.794203,Alimentos,63,Filial 6,Base líquida,59.65
2022-12-18 18:58:06.794203,Eletrônicos,16,Filial 5,Sombra de olhos,18.26
2023-05-08 18:58:06.794203,Alimentos,22,Filial 9,Batom matte,50.31
2022-12-06 18:58:06.794203,Eletrônicos,82,Filial 8,Blush em pó,15.49
2023-07-01 18:58:06.794203,Eletrônicos,58,Filial 8,Pó compacto,24.47
2022-11-07 18:58:06.794203,Eletrodomésticos,73,Filial 9,Blush em pó,95.48
2022-11-07 18:58:06.794203,Eletrônicos,16,Filial 4,Máscara de cílios,31.22
2023-02-11 18:58:06.794203,Roupas,85,Filial 5,Batom matte,83.94
2022-12-11 18:58:06.794203,Eletrônicos,75,Filial 7,Lápis de sobrancelha,54.11
2022-10-09 18:58:06.794203,Eletrônicos,3,Filial 8,Máscara de cílios,11.92
2023-03-03 18:58:06.794203,Roupas,2,Filial 9,Delineador líquido,82.91
2023-02-10 18:58:06.794203,Eletrodomésticos,97,Filial 9,Blush em pó,26.05
2023-08-22 18:58:06.794203,Alimentos,81,Filial 7,Batom líquido,49.25
2023-07-06 18:58:06.794203,Roupas,38,Filial 4,Lápis de sobrancelha,33.47
2023-06-17 18:58:06.794203,Eletrodomésticos,15,Filial 6,Blush em pó,29.7
2022-09-21 18:58:06.794203,Roupas,33,Filial 3,Blush em pó,72.11
2023-05-18 18:58:06.794203,Eletrônicos,56,Filial 1,Batom líquido,99.47
2022-09-23 18:58:06.794203,Eletrônicos,12,Filial 9,Blush em pó,49.38
2023-02-26 18:58:06.794203,Alimentos,66,Filial 5,Blush em pó,41.22
2023-08-16 18:58:06.794203,Alimentos,75,Filial 5,Delineador líquido,63.37
2023-02-09 18:58:06.794203,Alimentos,96,Filial 9,Lápis de sobrancelha,86.9
2022-10-30 18:58:06.794203,Roupas,8,Filial 3,Sombra de olhos,31.02
2023-02-12 18:58:06.794203,Eletrônicos,30,Filial 10,Batom líquido,34.31
2023-02-26 18:58:06.794203,Alimentos,91,Filial 4,Blush em pó,57.85
2022-09-26 18:58:06.794203,Roupas,62,Filial 9,Delineador líquido,93.06
2023-01-05 18:58:06.794203,Roupas,89,Filial 6,Delineador líquido,20.09
2023-04-04 18:58:06.794203,Roupas,85,Filial 1,Pó compacto,51.48
2023-01-12 18:58:06.794203,Eletrodomésticos,44,Filial 9,Lápis de sobrancelha,68.58
2022-12-06 18:58:06.794203,Eletrônicos,63,Filial 2,Batom matte,98.55
2023-04-27 18:58:06.794203,Alimentos,89,Filial 10,Sombra de olhos,79.41
2023-08-22 18:58:06.794203,Alimentos,96,Filial 5,Pó compacto,96.43
2022-09-07 18:58:06.794203,Eletrodomésticos,87,Filial 3,Pó compacto,17.3
2023-05-28 18:58:06.794203,Roupas,55,Filial 2,Pó compacto,75.73
2023-08-12 18:58:06.794203,Roupas,9,Filial 2,Batom matte,17.65
2023-04-15 18:58:06.794203,Eletrodomésticos,47,Filial 4,Lápis de sobrancelha,86.62
2023-06-11 18:58:06.794203,Eletrodomésticos,56,Filial 6,Corretivo,47.74
2023-01-08 18:58:06.794203,Roupas,66,Filial 10,Máscara de cílios,76.57
2023-09-05 18:58:06.794203,Alimentos,18,Filial 10,Máscara de cílios,96.89
2023-01-10 18:58:06.794203,Roupas,45,Filial 6,Batom matte,9.22
2023-02-14 18:58:06.794203,Eletrodomésticos,22,Filial 4,Lápis de sobrancelha,68.73
2022-10-22 18:58:06.794203,Eletrodomésticos,96,Filial 1,Blush em pó,23.71
2023-06-12 18:58:06.794203,Eletrônicos,72,Filial 6,Batom matte,85.96
2023-03-24 18:58:06.794203,Eletrônicos,66,Filial 3,Máscara de cílios,87.49
2023-03-16 18:58:06.794203,Eletrônicos,71,Filial 5,Batom matte,25.87
2023-08-12 18:58:06.794203,Eletrônicos,22,Filial 8,Base líquida,47.3
2023-03-11 18:58:06.794203,Alimentos,85,Filial 9,Sombra de olhos,44.1
2022-11-15 18:58:06.794203,Roupas,24,Filial 2,Máscara de cílios,99.59
2023-07-19 18:58:06.794203,Alimentos,73,Filial 3,Delineador líquido,2.71
2022-09-23 18:58:06.794203,Eletrodomésticos,10,Filial 4,Lápis de sobrancelha,24.42
2023-01-19 18:58:06.794203,Alimentos,36,Filial 1,Corretivo,95.37
2022-10-13 18:58:06.794203,Eletrodomésticos,63,Filial 6,Sombra de olhos,85.94
2022-09-08 18:58:06.794203,Roupas,12,Filial 3,Máscara de cílios,29.19
2022-10-03 18:58:06.794203,Eletrônicos,17,Filial 6,Sombra de olhos,61.79
2023-07-02 18:58:06.794203,Eletrônicos,16,Filial 4,Pó compacto,81.07
2023-04-12 18:58:06.794203,Roupas,43,Filial 4,Lápis de sobrancelha,65.56
2022-10-03 18:58:06.794203,Eletrônicos,62,Filial 6,Batom líquido,82.91
2023-02-27 18:58:06.794203,Roupas,61,Filial 2,Lápis de sobrancelha,91.49
2022-11-02 18:58:06.794203,Alimentos,49,Filial 9,Batom líquido,41.62
2023-02-01 18:58:06.794203,Alimentos,6,Filial 5,Batom líquido,64.8
2023-01-26 18:58:06.794203,Alimentos,80,Filial 7,Blush em pó,71.0
2023-05-24 18:58:06.794203,Eletrônicos,51,Filial 2,Delineador líquido,50.61
2022-10-19 18:58:06.794203,Roupas,95,Filial 3,Base líquida,32.13
2022-10-05 18:58:06.794203,Eletrodomésticos,39,Filial 4,Blush em pó,25.53
2023-06-12 18:58:06.794203,Eletrônicos,97,Filial 4,Pó compacto,59.98
2023-03-24 18:58:06.794203,Alimentos,36,Filial 5,Delineador líquido,81.15
2023-01-30 18:58:06.794203,Eletrônicos,86,Filial 9,Pó compacto,69.43
2022-09-19 18:58:06.794203,Roupas,82,Filial 7,Blush em pó,87.66
2022-11-03 18:58:06.794203,Eletrônicos,90,Filial 10,Máscara de cílios,87.65
2023-05-12 18:58:06.794203,Eletrodomésticos,39,Filial 9,Corretivo,38.17
2023-01-23 18:58:06.794203,Alimentos,87,Filial 5,Pó compacto,3.72
2023-05-03 18:58:06.794203,Eletrodomésticos,91,Filial 8,Lápis de sobrancelha,82.92
2022-10-18 18:58:06.794203,Eletrodomésticos,5,Filial 3,Delineador líquido,73.64
2022-11-06 18:58:06.794203,Eletrônicos,26,Filial 4,Pó compacto,7.4
2022-11-30 18:58:06.794203,Roupas,76,Filial 2,Pó compacto,6.72
2023-05-13 18:58:06.794203,Eletrônicos,81,Filial 9,Sombra de olhos,62.62
2023-04-03 18:58:06.794203,Eletrodomésticos,15,Filial 8,Delineador líquido,93.93
2023-07-10 18:58:06.794203,Roupas,15,Filial 6,Base líquida,29.49
2023-05-29 18:58:06.794203,Eletrônicos,90,Filial 10,Blush em pó,75.77
2023-05-16 18:58:06.794203,Roupas,99,Filial 8,Corretivo,56.75
2023-05-25 18:58:06.794203,Eletrônicos,8,Filial 2,Batom líquido,36.38
2023-04-05 18:58:06.794203,Alimentos,28,Filial 4,Batom matte,42.44
2022-10-31 18:58:06.794203,Eletrodomésticos,86,Filial 4,Sombra de olhos,77.27
2023-02-13 18:58:06.794203,Roupas,55,Filial 10,Pó compacto,25.84
2022-12-31 18:58:06.794203,Eletrônicos,8,Filial 10,Máscara de cílios,38.5
2023-05-14 18:58:06.794203,Eletrônicos,58,Filial 1,Lápis de sobrancelha,3.61
2023-02-22 18:58:06.794203,Alimentos,58,Filial 2,Delineador líquido,37.76
2023-08-24 18:58:06.794203,Roupas,100,Filial 3,Batom matte,23.8
2022-12-02 18:58:06.794203,Eletrodomésticos,47,Filial 6,Base líquida,47.89
2023-03-10 18:58:06.794203,Eletrônicos,81,Filial 1,Batom matte,54.78
2023-04-29 18:58:06.794203,Alimentos,86,Filial 8,Batom líquido,56.57
2022-09-13 18:58:06.794203,Eletrodomésticos,15,Filial 6,Delineador líquido,87.52
2023-01-19 18:58:06.794203,Alimentos,74,Filial 3,Base líquida,78.31
2022-11-14 18:58:06.794203,Eletrônicos,17,Filial 7,Lápis de sobrancelha,80.9
2023-02-26 18:58:06.794203,Roupas,39,Filial 9,Batom líquido,70.26
2022-11-01 18:58:06.794203,Eletrônicos,30,Filial 4,Máscara de cílios,37.78
2022-12-29 18:58:06.794203,Roupas,85,Filial 5,Batom líquido,75.55
2022-12-06 18:58:06.794203,Alimentos,54,Filial 9,Lápis de sobrancelha,92.44
2022-09-29 18:58:06.794203,Eletrônicos,5,Filial 5,Blush em pó,95.42
2023-04-03 18:58:06.794203,Eletrodomésticos,50,Filial 7,Base líquida,38.15
2023-07-28 18:58:06.794203,Eletrodomésticos,32,Filial 6,Máscara de cílios,81.3
2022-11-10 18:58:06.794203,Eletrônicos,27,Filial 9,Corretivo,31.55
2023-07-18 18:58:06.794203,Roupas,86,Filial 7,Lápis de sobrancelha,28.79
2023-05-04 18:58:06.794203,Alimentos,94,Filial 8,Batom líquido,62.67
2022-11-26 18:58:06.794203,Alimentos,21,Filial 5,Batom matte,51.89
2022-09-10 18:58:06.794203,Alimentos,5,Filial 4,Pó compacto,26.49
2023-08-08 18:58:06.794203,Alimentos,94,Filial 3,Delineador líquido,69.44
2023-02-15 18:58:06.794203,Alimentos,74,Filial 1,Sombra de olhos,71.18
2022-10-04 18:58:06.794203,Roupas,75,Filial 7,Blush em pó,50.03
2023-05-08 18:58:06.794203,Roupas,5,Filial 7,Sombra de olhos,96.3
2022-11-30 18:58:06.794203,Eletrônicos,86,Filial 9,Blush em pó,85.72
2023-01-04 18:58:06.794203,Eletrônicos,59,Filial 2,Delineador líquido,84.57
2022-12-18 18:58:06.794203,Alimentos,66,Filial 6,Corretivo,53.42
2022-12-07 18:58:06.794203,Roupas,95,Filial 10,Batom matte,46.09
2023-06-02 18:58:06.794203,Roupas,46,Filial 2,Batom líquido,38.79
2022-09-08 18:58:06.794203,Alimentos,85,Filial 8,Corretivo,92.59
2023-05-09 18:58:06.794203,Eletrodomésticos,49,Filial 8,Batom líquido,94.57
2023-01-15 18:58:06.794203,Eletrodomésticos,64,Filial 2,Sombra de olhos,63.26
2022-12-08 18:58:06.794203,Eletrodomésticos,19,Filial 8,Blush em pó,44.83
2023-01-04 18:58:06.794203,Eletrodomésticos,56,Filial 5,Batom matte,25.26
2023-01-13 18:58:06.794203,Eletrônicos,7,Filial 4,Batom líquido,11.28
2022-12-08 18:58:06.794203,Eletrônicos,74,Filial 8,Batom matte,19.74
2022-09-24 18:58:06.794203,Eletrodomésticos,76,Filial 8,Blush em pó,3.03
2023-03-02 18:58:06.794203,Eletrônicos,95,Filial 10,Corretivo,85.48
2023-02-24 18:58:06.794203,Alimentos,46,Filial 7,Batom líquido,11.21
2022-10-24 18:58:06.794203,Alimentos,84,Filial 7,Batom matte,49.12
2022-11-02 18:58:06.794203,Alimentos,84,Filial 8,Delineador líquido,55.63
2023-05-27 18:58:06.794203,Eletrônicos,51,Filial 6,Batom matte,59.48
2023-02-14 18:58:06.794203,Alimentos,82,Filial 6,Batom líquido,11.55
2023-02-28 18:58:06.794203,Roupas,90,Filial 7,Base líquida,84.71
2023-03-30 18:58:06.794203,Alimentos,96,Filial 2,Base líquida,4.2
2023-02-16 18:58:06.794203,Alimentos,52,Filial 8,Lápis de sobrancelha,32.37
2023-02-20 18:58:06.794203,Alimentos,33,Filial 3,Sombra de olhos,2.19
2022-11-01 18:58:06.794203,Eletrônicos,84,Filial 9,Sombra de olhos,62.36
2023-04-10 18:58:06.794203,Eletrônicos,12,Filial 9,Máscara de cílios,86.52
2022-12-16 18:58:06.794203,Alimentos,46,Filial 3,Sombra de olhos,64.27
2022-11-23 18:58:06.794203,Eletrodomésticos,54,Filial 8,Máscara de cílios,70.82
2023-07-13 18:58:06.794203,Eletrodomésticos,81,Filial 6,Batom matte,88.51
2022-10-20 18:58:06.794203,Eletrodomésticos,37,Filial 8,Batom líquido,92.64
2023-08-01 18:58:06.794203,Eletrônicos,11,Filial 9,Batom líquido,95.31
2023-04-20 18:58:06.794203,Alimentos,82,Filial 1,Batom matte,21.49
2023-04-19 18:58:06.794203,Eletrodomésticos,56,Filial 10,Corretivo,6.23
2023-01-29 18:58:06.794203,Roupas,1,Filial 7,Base líquida,55.0
2023-07-11 18:58:06.794203,Roupas,83,Filial 9,Corretivo,95.68
2022-09-22 18:58:06.794203,Eletrodomésticos,91,Filial 5,Base líquida,3.74
2023-02-03 18:58:06.794203,Eletrônicos,51,Filial 7,Pó compacto,99.4
2023-08-22 18:58:06.794203,Eletrônicos,100,Filial 10,Base líquida,36.87
2022-10-31 18:58:06.794203,Roupas,22,Filial 2,Blush em pó,50.48
2022-10-24 18:58:06.794203,Eletrônicos,4,Filial 7,Base líquida,64.88
2022-09-27 18:58:06.794203,Eletrodomésticos,25,Filial 10,Pó compacto,5.53
2023-05-03 18:58:06.794203,Alimentos,12,Filial 4,Base líquida,15.26
2023-07-03 18:58:06.794203,Eletrodomésticos,51,Filial 2,Base líquida,21.53
2022-12-09 18:58:06.794203,Alimentos,70,Filial 10,Pó compacto,52.16
2023-07-01 18:58:06.794203,Eletrodomésticos,3,Filial 6,Pó compacto,88.52
2023-06-12 18:58:06.794203,Alimentos,86,Filial 5,Lápis de sobrancelha,84.42
2023-09-04 18:58:06.794203,Eletrônicos,41,Filial 10,Batom líquido,91.17
2022-11-24 18:58:06.794203,Eletrodomésticos,91,Filial 1,Corretivo,38.64
2022-09-06 18:58:06.794203,Roupas,38,Filial 4,Delineador líquido,40.08
2023-08-04 18:58:06.794203,Alimentos,95,Filial 4,Blush em pó,53.62
2023-04-09 18:58:06.794203,Eletrodomésticos,66,Filial 9,Máscara de cílios,72.2
2022-09-13 18:58:06.794203,Eletrodomésticos,7,Filial 9,Delineador líquido,50.72
2022-12-04 18:58:06.794203,Roupas,24,Filial 5,Blush em pó,37.44
2023-02-07 18:58:06.794203,Roupas,73,Filial 5,Lápis de sobrancelha,38.85
2023-05-01 18:58:06.794203,Roupas,44,Filial 3,Batom líquido,88.73
2023-04-18 18:58:06.794203,Eletrodomésticos,61,Filial 7,Blush em pó,53.05
2022-12-19 18:58:06.794203,Roupas,17,Filial 7,Máscara de cílios,7.6
2023-06-14 18:58:06.794203,Alimentos,48,Filial 6,Batom matte,34.08
2023-08-28 18:58:06.794203,Roupas,52,Filial 2,Blush em pó,81.75
2023-05-28 18:58:06.794203,Eletrodomésticos,40,Filial 8,Sombra de olhos,19.07
2023-07-24 18:58:06.794203,Eletrodomésticos,93,Filial 3,Batom matte,18.5
2023-03-22 18:58:06.794203,Eletrodomésticos,80,Filial 3,Sombra de olhos,91.89
2023-05-20 18:58:06.794203,Alimentos,95,Filial 10,Blush em pó,86.69
2022-10-06 18:58:06.794203,Eletrodomésticos,68,Filial 5,Máscara de cílios,52.85
2023-03-12 18:58:06.794203,Eletrodomésticos,62,Filial 3,Corretivo,31.32
2023-05-25 18:58:06.794203,Alimentos,40,Filial 8,Lápis de sobrancelha,43.27
2022-11-27 18:58:06.794203,Eletrodomésticos,11,Filial 10,Base líquida,69.27
2023-01-07 18:58:06.794203,Eletrônicos,63,Filial 1,Blush em pó,23.75
2023-02-28 18:58:06.794203,Alimentos,47,Filial 10,Delineador líquido,87.02
2023-06-25 18:58:06.794203,Eletrônicos,46,Filial 3,Delineador líquido,44.2
2023-02-19 18:58:06.794203,Alimentos,74,Filial 5,Sombra de olhos,4.98
2023-08-28 18:58:06.794203,Eletrônicos,61,Filial 4,Base líquida,89.43
2023-03-02 18:58:06.794203,Eletrodomésticos,81,Filial 8,Base líquida,50.41
2023-06-03 18:58:06.794203,Alimentos,60,Filial 6,Base líquida,27.9
2023-08-17 18:58:06.794203,Eletrodomésticos,91,Filial 6,Corretivo,30.33
2023-05-20 18:58:06.794203,Roupas,36,Filial 7,Delineador líquido,31.95
2023-07-14 18:58:06.794203,Eletrônicos,79,Filial 8,Delineador líquido,95.48
2023-04-10 18:58:06.794203,Alimentos,43,Filial 7,Corretivo,35.5
2023-04-17 18:58:06.794203,Eletrodomésticos,86,Filial 2,Pó compacto,63.7
2023-03-15 18:58:06.794203,Eletrônicos,44,Filial 6,Batom matte,18.91
2023-03-28 18:58:06.794203,Eletrodomésticos,25,Filial 4,Delineador líquido,77.49
2023-03-31 18:58:06.794203,Alimentos,30,Filial 7,Delineador líquido,11.58
2023-06-23 18:58:06.794203,Roupas,59,Filial 2,Máscara de cílios,29.0
2022-10-03 18:58:06.794203,Alimentos,11,Filial 4,Pó compacto,66.37
2023-04-28 18:58:06.794203,Roupas,78,Filial 7,Máscara de cílios,59.98
2023-02-11 18:58:06.794203,Eletrodomésticos,32,Filial 5,Blush em pó,80.14
2022-10-25 18:58:06.794203,Alimentos,45,Filial 9,Sombra de olhos,83.74
2023-07-24 18:58:06.794203,Eletrodomésticos,51,Filial 9,Delineador líquido,67.36
2022-12-28 18:58:06.794203,Eletrônicos,35,Filial 3,Sombra de olhos,88.95
2023-03-01 18:58:06.794203,Alimentos,53,Filial 5,Batom matte,58.32
2023-04-06 18:58:06.794203,Eletrodomésticos,8,Filial 10,Blush em pó,43.45
2023-07-31 18:58:06.794203,Eletrônicos,68,Filial 3,Batom matte,49.77
2023-05-13 18:58:06.794203,Eletrônicos,63,Filial 3,Blush em pó,3.72
2022-09-20 18:58:06.794203,Eletrodomésticos,82,Filial 10,Base líquida,14.95
2023-08-23 18:58:06.794203,Roupas,89,Filial 7,Batom líquido,11.71
